description,merchant
CRCKRBL_RST369 08/04 PURCHASE DINNER MIAMI FL,Cracker Barrel
CRCKRBL_RST741 10/31 PURCHASE DINNER ATLANTA GA,Cracker Barrel
CRITERION CHANNEL 06/24 PURCHASE NEW YORK NY,Criterion Channel
CRKR_BRRL99 01/03 #XXXXX9876 PURCHASE MEAL NASHVILLE TN,Cracker Barrel
CRUNCHYROLL 03/03 #XXXXX2345 PURCHASE SUBSCR SAN FRANCISCO CA,Crunchyroll
CRUNCHYROLL 06/13 PURCHASE SAN FRANCISCO CA,Crunchyroll
CRUNCHYROLL 09/28 #XXXXX4567 PURCHASE SUBSCR SAN FRANCISCO CA,Crunchyroll
CRUNCHYROLL.COM/BILL 11/16 PURCHASE 415-800-4959 CA,Crunchyroll
CRYSTAL SPRINGS WATERP334 DUNHAMS CORNER ROAD 7323906797 08816 NJ USA,CRYSTAL SPRINGS
CSTCO WHSE #1252 10/05 #XXXXX223988 PURCHASE CSTCO WHSE #1252 PHOENIX AZ,Costco
CTM GROUP INC. 5 INDUSTRIAL WAY SALEM 03079 NH USA,CTM GROUP INC.
CULVERS 01/05 #XXXXX6789 PURCHASE FOOD PRAIRIE DU SAC WI,Culvers
CUMBERLAND 02/21 PURCHASE SPRINGFIELD MA,Cumberland Farms
CUMBERLAND 11/23 PURCHASE SPRINGFIELD MA,Cumberland Farms
CURIOSITY ST 11/27 #XXXXX4567 PURCHASE SUBSCR SILVER SPRING MD,Curiosity Stream
CURIOSITYSTREAM 08/07 PURCHASE SILVER SPRING MD,Curiosity Stream
CURIOSITYSTREAM 10/12 PURCHASE SILVER SPRING MD,Curiosity Stream
CURIOSITYSTREAM 11/12 PURCHASE SILVER SPRING MD,Curiosity Stream
CVS 02/28 PURCHASE NEW YORK NY,CVS
CVS 05/09 PURCHASE NEW YORK NY,CVS
CVS 10/18 PURCHASE ATLANTA GA,CVS
CVS 11/01 PURCHASE LOS ANGELES CA,CVS
CVS 12/20 PURCHASE NEW YORK NY,CVS
CVS CAREPASS 1 CVS DR 833-320-2273 02895 RI USA,CVS
CVS PHARMACY 04/28 PURCHASE BOSTON MA,CVS
CVS/PHARMACY #01088 27 MORRISTOWN RD 800-746-7287 07747 NJ USA (RETURN),CVS
CVS/PHARMACY #01088 27 MORRISTOWN RD MATAWAN 07747 NJ USA,CVS
CVS/PHARMACY #01088 MATAWAN NJ,CVS
CVS/PHARMACY #07069 3391 HIGHWAY 35 HAZLET 07730 NJ USA,CVS
CVS/PHARMACY 03/26 PURCHASE BOSTON MA,CVS
CVS4532 01/22 #XXXXX3678 PURCHASE HEALTH & BEAUTY DALLAS TX,CVS
CVSCRMCY147 01/10 PURCHASE MEDICINE ORLANDO FL,CVS
CVSCRMCY147 01/30 PURCHASE MEDICINE ORLANDO FL,CVS
CVSCRMCY147 02/19 PURCHASE MEDICINE ORLANDO FL,CVS
CVSCRMCY147 12/21 PURCHASE MEDICINE ORLANDO FL,CVS
CVSCRMCY369 04/18 PURCHASE MEDICINE BOSTON MA,CVS
CVSCRMCY369 07/15 PURCHASE MEDICINE DENVER CO,CVS
CVSCRMCY741 10/11 PURCHASE MEDICINE NEW YORK NY,CVS
CVSPHRM123 08/10 PURCHASE WOONSOCKET RI,CVS
CVSPHRM_RX321 01/26 #XXXXX6789 PURCHASE MEDICINE ORLANDO FL,CVS
CVSPHRM_RX321 04/08 #XXXXX2345 PURCHASE PHARMACY ORLANDO FL,CVS
CVSPHRM_RX654 06/07 #XXXXX2345 PURCHASE MEDICINE BOSTON MA,CVS
CVSPHRM_STORE456 01/31 #XXXXX3456 PURCHASE MEDICINE LOS ANGELES CA,CVS
CVSPHRM_STORE456 12/02 #XXXXX2345 PURCHASE MEDICINE DENVER CO,CVS
CYBERGHOST.COM/BILL 07/30 PURCHASE 888-555-2345 RO,CyberGhost
CYBERGHOSTVPN.COM/BILL 01/18 PURCHASE 635-555-7672 US,CyberGhost VPN
CYBERGHOSTVPN.COM/BILL 04/08 PURCHASE 415-555-4332 US,CyberGhost VPN
CYBERGHOSTVPN.COM/BILL 10/30 PURCHASE 855-555-1012 US,CyberGhost VPN
C_LLBEAN459 02/06 #XXXXX5734 PURCHASE OUTDOORS BOSTON MA,L.L.Bean
Cash Advance Fee, 
Cash Advance Fee - 04/52, 
Cash Advance Fee - 34/31, 
Cash Advance Fee - 36/81, 
Cash Advance Fee - 38/98, 
Cash Advance Fee - 77/65, 
Cash App Payment To David Miller, 
Cash App Payment To Patricia Lewis, 
Cash App Payment To Richard Miller, 
DAILY CASH ADJUSTMENT, 
DAILY CASH ADJUSTMENT - 05/08, 
DAILY CASH ADJUSTMENT - 16/49, 
DAILY CASH ADJUSTMENT - 18/96, 
DAILY CASH ADJUSTMENT - 22/36, 
DAILY CASH ADJUSTMENT - 24/58, 
DAILY CASH ADJUSTMENT - 25/63, 
DAILY CASH ADJUSTMENT - 28/18, 
DAILY CASH ADJUSTMENT - 28/76, 
DAILY CASH ADJUSTMENT - 36/06, 
DAILY CASH ADJUSTMENT - 37/54, 
DAILY CASH ADJUSTMENT - 41/20, 
DAILY CASH ADJUSTMENT - 42/72, 
DAILY CASH ADJUSTMENT - 46/85, 
DAILY CASH ADJUSTMENT - 52/50, 
DAILY CASH ADJUSTMENT - 83/79, 
DAILY CASH ADJUSTMENT - 93/96, 
DAILY CASH ADJUSTMENT - 96/12, 
DAIRY QUEEN 07/27 #XXXXX5678 PURCHASE FOOD DURHAM NC,Dairy Queen
DAIRY QUEEN 09/21 #XXXXX1234 PURCHASE FOOD BOISE ID,Dairy Queen
DAIRY QUEEN 12/06 #XXXXX6789 PURCHASE FOOD EDINA MN,Dairy Queen
DASHLANE.COM/BILL 01/11 PURCHASE 800-401-3472 NY,Dashlane
DASHPASS123 03/18 PURCHASE SAN FRANCISCO CA,DoorDash
DASHPASS321 11/11 PURCHASE AUSTIN TX,DoorDash
DASHPASS321 12/06 PURCHASE NEW YORK NY,DoorDash
DASHPASS987 01/23 PURCHASE AUSTIN TX,DoorDash
DASHPASS987 10/07 PURCHASE SEATTLE WA,DoorDash
DAVIDSTEA9854 02/26 PURCHASE TEA LOUNGE VANCOUVER,DAVIDsTEA
DCH ACADEMY HONDA 1101 STATE HIGHWAY 9 OLD BRIDGE 08857 NJ USA,DCH ACADEMY HONDA
DD *DOORDASH MCDONALDS303 2ND STREETSUITE 800 SAN FRANCISCO94107 CA USA,DoorDash McDonald's
DD *KHOKHA 303 2ND STREETSUITE 800 SAN FRANCISCO94107 CA USA,DoorDash KHOKHA
DD *STOREKANDAHARAFGHA303 2ND STREETSUITE 800 SAN FRANCISCO94107 CA USA,DoorDash KANDAHAR
DD *STOREKANDAHARAFGHA303 2ND STREETSUITE 800 SAN FRANCISCO94107 CA USA REF1,DoorDash KANDAHAR
DD *STOREKANDAHARAFGHA303 2ND STREETSUITE 800 SAN FRANCISCO94107 CA USA REF2,DoorDash KANDAHAR
DD *STOREKANDAHARAFGHA303 2ND STREETSUITE 800 SAN FRANCISCO94107 CA USA REF3,DoorDash KANDAHAR
DD *STOREROUNDPIEPIZZA303 2ND STREETSUITE 800 SAN FRANCISCO94107 CA USA,DoorDash ROUND PIE PIZZA
DD DOORDASH CROWNFRIE 303 2ND STREET 8559731040 94107 CA USA,DoorDash CROWN FRIED CHICKEN
DD DOORDASH DUNKIN 303 2ND STREET 8559731040 94107 CA USA,DoorDash DUNKIN
DD DOORDASH MCDONALDS 303 2ND STREET 8559731040 94107 CA USA,DoorDash McDonald's
DD DOORDASH RIFFYSKIT 303 2ND STREET 8559731040 94107 CA USA,DoorDash RIFFYS KITCHEN
DD/BR #337569 Q35 164 RT 34 N OLD BRIDGE 08857 NJ USA,Dunkin' Donuts
DD/BR #354728 189 RT 35 SOUTH CLIFFWOOD 07721 NJ USA,Dunkin' Donuts
DEBIT CARD PURCH ADJ MED*BARNABAS HEALTH IN 973-322-5000 NJ0901247469216L52X9RK (Cash),BARNABAS HEALTH
DEBIT CARD PURCH ADJ SQ *KIDZDENT CHILDREN' Old Bridge NJ0220247469216E335VWB (Cash),KIDZDENT
DEBIT CARD PURCH ADJ SQ *KIDZDENT CHILDREN' Old Bridge NJ0401247469216FQ2X9QZ (Cash),KIDZDENT
DEBIT CARD PURCHASE 3X4 GENETICS WWW.3X4GENETI WA0108242401134QR001H5 (Cash),3X4 GENETICS
DEBIT CARD PURCHASE AMAZON MKTPL*ZR4B12HV2 Amzn.com/bill WA1206242469216P62ZVKM (Cash),Amazon
DEBIT CARD PURCHASE BAYSHORE OPHTHALMOLOGY HOLMDEL NJ0614242475542HN5961Q (Cash),BAYSHORE OPHTHALMOLOGY
DEBIT CARD PURCHASE CRI GENETICS LLC 800-571-9216 CA0308242443106EM5SR46 (Cash),CRI GENETICS
DEBIT CARD PURCHASE CVS/PHARMACY #01088 MATAWAN NJ0110242413746QV00XW5 (Cash),CVS
DEBIT CARD PURCHASE CVS/PHARMACY #01088 MATAWAN NJ0204242413746DL013T2 (Cash),CVS
DEBIT CARD PURCHASE CVS/PHARMACY #01088 MATAWAN NJ0303242413746EG00Y2B (Cash),CVS
DEBIT CARD PURCHASE CVS/PHARMACY #01088 MATAWAN NJ0304242413746EH010JX (Cash),CVS
DEBIT CARD PURCHASE CVS/PHARMACY #01088 MATAWAN NJ0710242413746JH01398 (Cash),CVS
"DEBIT CARD PURCHASE FRANK LIPMAN, M.D., P. 212-255-1800 NY1031242480197N13ZB75 (Cash)","FRANK LIPMAN, M.D."
"DEBIT CARD PURCHASE FRANK LIPMAN, M.D., P. 2122551800 NY1031242480197N13ZB75 (Cash)","FRANK LIPMAN, M.D."
DEBIT CARD PURCHASE FULLSCRIPT* R032901821 HTTPSUS.FULLS NH0304242400077EG0005V (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R061922726 HTTPSUS.FULLS NH0216242400077DZ0003F (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R084384253 HTTPSUS.FULLS NH0310242400077EN0006S (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R110058685 HTTPSUS.FULLS NH0310242400077EN0006T (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R118064213 HTTPSUS.FULLS NH1108242400077N9000AQ (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R121743071 HTTPSUS.FULLS NH0405242400077FG000QK (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R144830378 HTTPSUS.FULLS NH0427242400077G6000HF (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R149196569 HTTPSUS.FULLS NH1108242400077N90001W (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R167470919 HTTPSUS.FULLS NH1011242400077MD000RS (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R213142176 HTTPSUS.FULLS NH0905242400077L9000DX (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R246071725 HTTPSUS.FULLS NH0905242400077L9000DV (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R258875634 HTTPSUS.FULLS NH1104242400077N50007Y (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R271829297 US.FULLSCRIPT NH1227242400077PSEHM71 (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R278734141 HTTPSUS.FULLS NH0519242400077GW00074 (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R299329668 HTTPSUS.FULLS NH0807242400077KQ0008L (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R336538236 HTTPSUS.FULLS NH0914242400077LJ0001F (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R336776593 HTTPSUS.FULLS NH1104242400077N50007X (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R351033409 HTTPSUS.FULLS NH0507242400077GG000FX (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R351118910 HTTPSUS.FULLS NH0108242400077QR0001R (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R352486268 HTTPSUS.FULLS NH0414242400077FT000G3 (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R357537875 HTTPSUS.FULLS NH0402242400077FD000QV (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R422041950 HTTPSUS.FULLS NH0608242400077HG0000K (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R530326897 HTTPSUS.FULLS NH1108242400077N900020 (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R565966341 HTTPSUS.FULLS NH0923242400077LV000HJ (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R608035077 HTTPSUS.FULLS NH0405242400077FG000QL (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R682223215 HTTPSUS.FULLS NH0625242400077J1000Q8 (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R718664381 HTTPSUS.FULLS NH0629242400077J5000KD (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R736142299 HTTPSUS.FULLS NH0415242400077FS0000B (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R743205684 HTTPSUS.FULLS NH0806242400077KB0000S (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R785412771 HTTPSUS.FULLS NH0813242400077KJ0007X (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R803275268 HTTPSUS.FULLS NH0527242400077H400067 (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R805733263 HTTPSUS.FULLS NH0526242400077H3000A5 (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R831469908 HTTPSUS.FULLS NH0426242400077G5000BA (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R893715243 HTTPSUS.FULLS NH1203242400077P200016 (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R910668652 HTTPSUS.FULLS NH0205242400077DL0004R (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FULLSCRIPT* R959959080 HTTPSUS.FULLS NH0721242400077JV0009V (Cash),FULLSCRIPT
DEBIT CARD PURCHASE FUSION REHABILITATIVE OLD BRIDGE NJ0108242469216QT35L6Q (Cash),FUSION REHABILITATIVE
DEBIT CARD PURCHASE FUSION REHABILITATIVE OLD BRIDGE NJ0207242469216DP2ZBKW (Cash),FUSION REHABILITATIVE
DEBIT CARD PURCHASE FUSION REHABILITATIVE OLD BRIDGE NJ0221242469216E52XGX3 (Cash),FUSION REHABILITATIVE
DEBIT CARD PURCHASE FUSION REHABILITATIVE OLD BRIDGE NJ0705242469216JQ33VBA (Cash),FUSION REHABILITATIVE
DEBIT CARD PURCHASE FUSION REHABILITATIVE OLD BRIDGE NJ0813242469216KK34QKY (Cash),FUSION REHABILITATIVE
DEBIT CARD PURCHASE HOCH ORTHODONTICS MATAWAN NJ0829242407105L3VAN7R (Cash),HOCH ORTHODONTICS
DEBIT CARD PURCHASE HOCH ORTHODONTICS MATAWAN NJ1209242407105P9VAM3D (Cash),HOCH ORTHODONTICS
DEBIT CARD PURCHASE JERSEY COAST NEPHROLOG 732-4512638 NJ0717242407105JRVAMAY (Cash),JERSEY COAST NEPHROLOGY
DEBIT CARD PURCHASE MED*BARNABAS HEALTH IN 973-322-5000 NJ0112242469216QW2YHZT (Cash),BARNABAS HEALTH
DEBIT CARD PURCHASE MED*BARNABAS HEALTH IN 973-322-5000 NJ0409242469216FL32ZMD (Cash),BARNABAS HEALTH
DEBIT CARD PURCHASE MED*BARNABAS HEALTH IN 973-322-5000 NJ0509242469216GJ2YQH3 (Cash),BARNABAS HEALTH
DEBIT CARD PURCHASE MED*BARNABAS HEALTH IN 973-322-5000 NJ0609242469216HH317PW (Cash),BARNABAS HEALTH
DEBIT CARD PURCHASE MED*BARNABAS HEALTH IN 973-322-5000 NJ0709242469216JF3673D (Cash),BARNABAS HEALTH
DEBIT CARD PURCHASE MED*BARNABAS HEALTH IN 973-322-5000 NJ0809242469216KE30GXS (Cash),BARNABAS HEALTH
DEBIT CARD PURCHASE POS1088 CVS/PHARMACY # MATAWAN NJ0329242407729F9EHM7X (Cash),CVS
DEBIT CARD PURCHASE POS1088 CVS/PHARMACY # MATAWAN NJ0330242407729FQEHM7Y (Cash),CVS
DEBIT CARD PURCHASE POS1088 CVS/PHARMACY # MATAWAN NJ0501242407729GBEHM79 (Cash),CVS
DEBIT CARD PURCHASE POS1088 CVS/PHARMACY # MATAWAN NJ0520242407729GYEHM7E (Cash),CVS
DEBIT CARD PURCHASE POS1088 CVS/PHARMACY # MATAWAN NJ0528242407729H5EHM7H (Cash),CVS
DEBIT CARD PURCHASE POS1088 CVS/PHARMACY # MATAWAN NJ0626242407729J3EHM7S (Cash),CVS
DEBIT CARD PURCHASE POS1088 CVS/PHARMACY # MATAWAN NJ0713242407729JMEHM7Z (Cash),CVS
DEBIT CARD PURCHASE POS1088 CVS/PHARMACY # MATAWAN NJ0804242407729KAEHM77 (Cash),CVS
DEBIT CARD PURCHASE POS1088 CVS/PHARMACY # MATAWAN NJ0807242407729KDEHM78 (Cash),CVS
DEBIT CARD PURCHASE POS1088 CVS/PHARMACY # MATAWAN NJ0809242407729KEEHM78 (Cash),CVS
DEBIT CARD PURCHASE POS1088 CVS/PHARMACY # MATAWAN NJ0904242407729L9EHM7H (Cash),CVS
DEBIT CARD PURCHASE POS1088 CVS/PHARMACY # MATAWAN NJ0910242407729LFEHM7J (Cash),CVS
DEBIT CARD PURCHASE POS1088 CVS/PHARMACY # MATAWAN NJ1104242407729N5EHM74 (Cash),CVS
DEBIT CARD PURCHASE POS7069 CVS/PHARMACY # HAZLET NJ0516242407729GTEHM7D (Cash),CVS
DEBIT CARD PURCHASE QDI*QUEST DIAGNOSTICS 800-631-1388 NJ0224242469216E72Z4PY (Cash),QUEST DIAGNOSTICS
DEBIT CARD PURCHASE QDI*QUEST DIAGNOSTICS 800-631-1388 NJ1121242469216NN34G7V (Cash),QUEST DIAGNOSTICS
DEBIT CARD PURCHASE RCCA 844-4746866 NJ0424242476725G400004 (Cash),RCCA
DEBIT CARD PURCHASE RMG PED US 1 EDISON EDISON NJ0219242469216E335BHG (Cash),RMG PEDIATRICS
DEBIT CARD PURCHASE RMG PED US 1 EDISON EDISON NJ0520242469216GY2Y8XD (Cash),RMG PEDIATRICS
DEBIT CARD PURCHASE RMG PED US 1 EDISON EDISON NJ0528242469216H631L7P (Cash),RMG PEDIATRICS
DEBIT CARD PURCHASE RMG PED US 1 EDISON EDISON NJ0604242469216HD2XYMG (Cash),RMG PEDIATRICS
DEBIT CARD PURCHASE SERENITY DENTAL CARE EDISON NJ0229242406106EQ0T4Z4 (Cash),SERENITY DENTAL
DEBIT CARD PURCHASE SERENITY DENTAL CARE EDISON NJ0531242406106HB0VYQS (Cash),SERENITY DENTAL
DEBIT CARD PURCHASE SERENITY DENTAL CARE EDISON NJ0923242406106LV0T4Z2 (Cash),SERENITY DENTAL
DEBIT CARD PURCHASE SP 3X4GENETICS 3X4GENETICS.C WA0705242401134JQ0006X (Cash),3X4 GENETICS
DEBIT CARD PURCHASE SP FATTY15 FATTY15.COM CA1120242401134NNEHMQS (Cash),FATTY15
DEBIT CARD PURCHASE SP FATTY15 HTTPSFATTY15. CA0721242401134JV001YL (Cash),FATTY15
DEBIT CARD PURCHASE SP FATTY15 HTTPSFATTY15. CA1009242401134MQ000GA (Cash),FATTY15
DEBIT CARD PURCHASE SP SENSATE HTTPSUS.GETSE DE0616242401134HR0017A (Cash),SENSATE
DEBIT CARD PURCHASE SQ *KIDZDENT CHILDREN' Old Bridge NJ0220242469216E335RX6 (Cash),KIDZDENT
DEBIT CARD PURCHASE SQ *KIDZDENT CHILDREN' Old Bridge NJ0401242469216FQ2X6LK (Cash),KIDZDENT
DEBIT CARD PURCHASE WOODBRIDGE INTERNAL ME WOODBRIDGE NJ1219242427074PJS66GN (Cash),Woodbridge Internal Medicine
DELIVEROO DES:FOOD ID:DELV1234 INDN:JAMES WILSON CO ID:DELVFD5678 WEB,Deliveroo
DELIVEROO123 02/23 PURCHASE LONDON UK,Deliveroo
DELIVEROO456 04/30 PURCHASE LONDON UK,Deliveroo
DELIVEROO987 07/05 PURCHASE LONDON UK,Deliveroo
DELTA AIR 006123456789 02/27 PURCHASE ATLANTA GA,Delta Air Lines
DELTA AIR 006123456789 07/20 PURCHASE ATLANTA GA,Delta Air Lines
DELTA AIR 006237 09/30 #XXXXX135790 PURCHASE ATLANTA GA,Delta Air Lines
DELTA AIR 12/10 #XXXXX9012 PURCHASE TRAVEL ATLANTA GA,Delta Air Lines
DELTA_AIR147 10/20 #XXXXX2345 PURCHASE FLIGHT SAN FRANCISCO CA,Delta Air Lines
DELTA_AIR258 12/10 #XXXXX2345 PURCHASE FLIGHT SAN FRANCISCO CA,Delta Air Lines
DELTA_AIR369 01/19 #XXXXX2345 PURCHASE FLIGHT SAN FRANCISCO CA,Delta Air Lines
DELTA_AIR369 02/08 #XXXXX2345 PURCHASE FLIGHT SAN FRANCISCO CA,Delta Air Lines
DELTA_AIR369 12/30 #XXXXX2345 PURCHASE FLIGHT SAN FRANCISCO CA,Delta Air Lines
DELTA_AIR741 04/27 #XXXXX9012 PURCHASE FLIGHT ATLANTA GA,Delta Air Lines
DICK'S CLOTHING&amp;SPORTI366 WOODBRIDGE CTR DR WOODBRIDGE 07095 NJ USA,DICK'S CLOTHING & SPORT
DIDI DES:RIDE ID:DIDI5678 INDN:LI WEI CO ID:DIDIRI9012 WEB,DiDi
DIOCESE OF TRENTON 701 LAWRENCEVILLE RD 6094037121 08648 NJ USA,DIOCESE OF TRENTON
DISCOVER AUTOPAY PPD ID: 0355926588, 
DISCOVER AUTOPAY PPD ID: 2010927063, 
DISCOVER AUTOPAY PPD ID: 2521718619, 
DISCOVER AUTOPAY PPD ID: 5179740346, 
DISCOVER AUTOPAY PPD ID: 5317821393, 
DISCOVER AUTOPAY PPD ID: 9871029669, 
DISCOVER AUTOPAY PPD ID: 9960053369, 
DISCOVERY+ 05/22 PURCHASE NEW YORK NY,Discovery+
DISNEY PLUS 500 SOUTH BUENA VISTA 8889057888 91521 CA USA,Disney+
DISNEY PLUS 500 SOUTH BUENA VISTA BURBANK 91521 CA USA,Disney+
DISNEY+ 01/08 #XXXXX0123 PURCHASE SUBSCR BURBANK CA,Disney+
DISNEY+ 01/24 #XXXXX3456 PURCHASE SUBSCR BURBANK CA,Disney+
DISNEY+ 03/04 #XXXXX9012 PURCHASE SUBSCR BURBANK CA,Disney+
DISNEY+ 03/17 PURCHASE BURBANK CA,Disney+
DISNEY+ 04/21 #XXXXX7890 PURCHASE SUBSCR BURBANK CA,Disney+
DISNEY+ 06/08 #XXXXX6789 PURCHASE SUBSCR BURBANK CA,Disney+
DISNEY+ 07/26 #XXXXX5678 PURCHASE SUBSCR BURBANK CA,Disney+
DISNEY+ 08/17 #XXXXX7890 PURCHASE SUBSCR BURBANK CA,Disney+
DISNEY+ 10/19 PURCHASE BURBANK CA,Disney+
DISNEY+.COM/BILL 05/03 PURCHASE 888-905-7888 CA,Disney+
DISNEY+.COM/BILL 10/15 PURCHASE 888-905-7888 CA,Disney+
DISNEYPLUS.COM 09/07 PURCHASE 877-621-8015 CA,Disney+
DISNEYPLUS.COM/BILL 02/23 PURCHASE 888-905-7888 CA,Disney+
DISNEYPLUS.COM/BILL 06/29 PURCHASE 888-905-7888 CA,Disney+
DIVINE TOUCH CLEANERS 25 MORRISTOWN RD MATAWAN 07747 NJ USA,DIVINE TOUCH CLEANERS
DIVINE TOUCH CLEANERS MATAWAN NJ,DIVINE TOUCH CLEANERS
DNKNDNTS987 11/22 #XXXXX9876 PURCHASE DUNKONDNUTS ALBUQUERQUE NM,Dunkin' Donuts
DOLLAR GENERAL #23861 228 NJ ROUTE 35 KEYPORT 07735 NJ USA,Dollar General
DOLLAR GENERAL #23861 228 STATE ROUTE 35 KEYPORT 07735 NJ USA,Dollar General
DOLLAR GENERAL 04/28 PURCHASE NASHVILLE TN,Dollar General
DOLLAR GENERAL 06/11 PURCHASE NASHVILLE TN,Dollar General
DOLLAR TREE 1038 US HIGHWAY 9 PARLIN 08859 NJ USA,DOLLAR TREE
DOLLAR TREE 1136 US HIGHWAY 1 EDISON 08817 NJ USA,DOLLAR TREE
DOLLAR TREE 2111 STATE ROUTE 35 STE 5 STE 5 HOLMDEL 07733 NJ USA,DOLLAR TREE
DOLLAR TREE 31 WOODBRIDGE CENTER DR WOODBRIDGE 07095 NJ USA,DOLLAR TREE
DOLLAR TREE 3600 STATE ROUTE 35 HAZLET 07730 NJ USA,DOLLAR TREE
DOLLAR TREE 982 EASTON AVE SOMERSET 08873 NJ USA,DOLLAR TREE
DOLLARS N THINGS 32 313 SMITH HAVEN MALL LAKE GROVE 11755-1201NY USA,DOLLARS N THINGS
DOLLARTREE 435 STATE ROUTE 34 MATAWAN 07747 NJ USA,DOLLAR TREE
DOLLARTREE 524 ROUTE 35 RED BANK 07701 NJ USA,DOLLAR TREE
DOMIN0S_PIZZA752 03/28 #XXXXX2752 PURCHASE PIZZA ANN ARBOR MI,Domino's
DOMINO'S 4558 366 BROAD ST 732-703-0431 07735 NJ USA,Domino's
DOMINOS 05/16 #XXXXX3456 PURCHASE FOOD TULSA OK,Domino's
DOMINOS 07/11 #XXXXX9012 PURCHASE FOOD LINCOLN NE,Domino's
DOMINOS 09/05 #XXXXX5678 PURCHASE FOOD SALEM OR,Domino's
DOMINOS 10/01 #XXXXX8901 PURCHASE FOOD ANN ARBOR MI,Domino's
DOMINOS 4558 309A ROUTE 35 CLIFFWOOD 07721 NJ USA,Domino's
DOMINOS123 02/15 #XXXXX4567 PURCHASE PIZZA SAN FRANCISCO CA,Domino's
DOMINOS123 07/05 #XXXXX4567 PURCHASE CHEESY MIAMI FL,Domino's
DOMINOS123 09/02 PURCHASE ANN ARBOR MI,Domino's
DOMINOS321 06/15 #XXXXX4567 PURCHASE CHEESY MIAMI FL,Domino's
DOMINOS345 02/22 PURCHASE ANN ARBOR MI,Domino's
DOMINOS345 05/29 PURCHASE ANN ARBOR MI,Domino's
DOMINOS456 04/13 #XXXXX4567 PURCHASE PIZZA DENVER CO,Domino's
DOMINOS456 05/06 #XXXXX2345 PURCHASE PASTA SAN DIEGO CA,Domino's
DOMINOS789 01/06 #XXXXX9012 PURCHASE PIZZA SEATTLE WA,Domino's
DOMINOS789 07/16 PURCHASE ANN ARBOR MI,Domino's
DOMINOS987 06/18 #XXXXX2345 PURCHASE PIZZA MIAMI FL,Domino's
DOMINOS_PZA147 11/16 PURCHASE PIZZA CHICAGO IL,Domino's
DOMINOS_PZA741 05/24 PURCHASE PIZZA BOSTON MA,Domino's
DOMINOS_PZA963 08/20 PURCHASE PIZZA SEATTLE WA,Domino's
DOORDASH DES:FOOD DELIV ID:DOORDASH1234 INDN:MICHAEL WILSON CO ID:DOORDASHDE56 WEB,DoorDash
DOORDASH DES:FOOD DELIV ID:DOORDASH5678 INDN:MICHAEL DAVIS CO ID:DOORDASHDE90 WEB,DoorDash
DOORDASH DES:FOOD DELIV ID:DOORDASH7890 INDN:DAVID WILSON CO ID:DOORDASHDE12 WEB,DoorDash
DOORDASH*CROWN FRIED C303 2ND STREETSUITE 800 SAN FRANCISCO94107 CA USA,DoorDash CROWN FRIED CHICKEN
